source_bundle,pool_bundle,variant,drop_count,add_count,dropped_features,added_features,source_feature_count,pool_extra_count,selected_features,features,source_short,dropped_feature,added_feature,margin_i_minus_it,outcome
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f12963,1,1,20:13622,20:12963,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:12963,20:14991,20:15169",B_drop8775,13622,12963,-0.015625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f13060,1,1,20:13622,20:13060,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13060,20:14991,20:15169",B_drop8775,13622,13060,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f6169,1,1,20:13622,20:6169,11,22,11,"20:1338,20:1813,20:6169,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,6169,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f13882,1,1,20:13622,20:13882,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13882,20:14991,20:15169",B_drop8775,13622,13882,-0.015625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f9407,1,1,20:13622,20:9407,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:9407,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,9407,-0.015625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f5355,1,1,20:13622,20:5355,11,22,11,"20:1338,20:1813,20:5355,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,5355,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f3850,1,1,20:13622,20:3850,11,22,11,"20:1338,20:1813,20:3850,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,3850,-0.015625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f13854,1,1,20:13622,20:13854,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13854,20:14991,20:15169",B_drop8775,13622,13854,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f7965,1,1,20:13622,20:7965,11,22,11,"20:1338,20:1813,20:6289,20:7965,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,7965,-0.015625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f11414,1,1,20:13622,20:11414,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:11414,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,11414,-0.015625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f4339,1,1,20:13622,20:4339,11,22,11,"20:1338,20:1813,20:4339,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,4339,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f12002,1,1,20:13622,20:12002,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12002,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,12002,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f9001,1,1,20:13622,20:9001,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9001,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,9001,-0.015625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f9024,1,1,20:13622,20:9024,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9024,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,9024,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f4326,1,1,20:13622,20:4326,11,22,11,"20:1338,20:1813,20:4326,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,4326,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f11545,1,1,20:13622,20:11545,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:11545,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,11545,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f7531,1,1,20:13622,20:7531,11,22,11,"20:1338,20:1813,20:6289,20:7531,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,7531,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f5990,1,1,20:13622,20:5990,11,22,11,"20:1338,20:1813,20:5990,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,5990,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f321,1,1,20:13622,20:321,11,22,11,"20:321,20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,321,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f12313,1,1,20:13622,20:12313,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12313,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,12313,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f13622_add_f1100,1,1,20:13622,20:1100,11,22,11,"20:1100,20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:14991,20:15169",B_drop8775,13622,1100,0.0,tie
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f12963,1,1,20:14991,20:12963,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:12963,20:13622,20:15169",B_drop8775,14991,12963,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f13060,1,1,20:14991,20:13060,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13060,20:13622,20:15169",B_drop8775,14991,13060,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f6169,1,1,20:14991,20:6169,11,22,11,"20:1338,20:1813,20:6169,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,6169,-0.0625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f13882,1,1,20:14991,20:13882,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:13882,20:15169",B_drop8775,14991,13882,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f9407,1,1,20:14991,20:9407,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:9407,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,9407,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f5355,1,1,20:14991,20:5355,11,22,11,"20:1338,20:1813,20:5355,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,5355,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f3850,1,1,20:14991,20:3850,11,22,11,"20:1338,20:1813,20:3850,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,3850,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f13854,1,1,20:14991,20:13854,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:13854,20:15169",B_drop8775,14991,13854,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f7965,1,1,20:14991,20:7965,11,22,11,"20:1338,20:1813,20:6289,20:7965,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,7965,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f11414,1,1,20:14991,20:11414,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:11414,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,11414,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f4339,1,1,20:14991,20:4339,11,22,11,"20:1338,20:1813,20:4339,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,4339,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f12002,1,1,20:14991,20:12002,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12002,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,12002,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f9001,1,1,20:14991,20:9001,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9001,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,9001,-0.03125,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f9024,1,1,20:14991,20:9024,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9024,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,9024,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f4326,1,1,20:14991,20:4326,11,22,11,"20:1338,20:1813,20:4326,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,4326,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f11545,1,1,20:14991,20:11545,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:11545,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,11545,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f7531,1,1,20:14991,20:7531,11,22,11,"20:1338,20:1813,20:6289,20:7531,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,7531,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f5990,1,1,20:14991,20:5990,11,22,11,"20:1338,20:1813,20:5990,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,5990,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f321,1,1,20:14991,20:321,11,22,11,"20:321,20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,321,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f12313,1,1,20:14991,20:12313,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12313,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,12313,-0.0625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f14991_add_f1100,1,1,20:14991,20:1100,11,22,11,"20:1100,20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169",B_drop8775,14991,1100,-0.046875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f12963,1,1,20:15169,20:12963,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:12963,20:13622,20:14991",B_drop8775,15169,12963,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f13060,1,1,20:15169,20:13060,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13060,20:13622,20:14991",B_drop8775,15169,13060,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f6169,1,1,20:15169,20:6169,11,22,11,"20:1338,20:1813,20:6169,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,6169,-0.4375,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f13882,1,1,20:15169,20:13882,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:13882,20:14991",B_drop8775,15169,13882,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f9407,1,1,20:15169,20:9407,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:9407,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,9407,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f5355,1,1,20:15169,20:5355,11,22,11,"20:1338,20:1813,20:5355,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,5355,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f3850,1,1,20:15169,20:3850,11,22,11,"20:1338,20:1813,20:3850,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,3850,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f13854,1,1,20:15169,20:13854,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:13854,20:14991",B_drop8775,15169,13854,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f7965,1,1,20:15169,20:7965,11,22,11,"20:1338,20:1813,20:6289,20:7965,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,7965,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f11414,1,1,20:15169,20:11414,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:11414,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,11414,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f4339,1,1,20:15169,20:4339,11,22,11,"20:1338,20:1813,20:4339,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,4339,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f12002,1,1,20:15169,20:12002,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12002,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,12002,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f9001,1,1,20:15169,20:9001,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9001,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,9001,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f9024,1,1,20:15169,20:9024,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9024,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,9024,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f4326,1,1,20:15169,20:4326,11,22,11,"20:1338,20:1813,20:4326,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,4326,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f11545,1,1,20:15169,20:11545,11,22,11,"20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:11545,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,11545,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f7531,1,1,20:15169,20:7531,11,22,11,"20:1338,20:1813,20:6289,20:7531,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,7531,-0.40625,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f5990,1,1,20:15169,20:5990,11,22,11,"20:1338,20:1813,20:5990,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,5990,-0.421875,fail
lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775,prompt_delta_top33,swap1_critical11_lo_swap1_critical12_p10_p22_drop_rank002_rank020_drop_f4339_add_f1813_drop_f8775_drop_f15169_add_f321,1,1,20:15169,20:321,11,22,11,"20:321,20:1338,20:1813,20:6289,20:8754,20:9135,20:9149,20:12652,20:12704,20:13622,20:14991",B_drop8775,15169,321,-0.40625,fail
